title,creation_date,date_acquired,cited_name,party_type
"Bikuni Bridge in Snow  (Bikunibashi, Setchu)",1858,1989,Hiroshige II,
"Bikuni Bridge in Snow  (Bikunibashi, Setchu)",1858,1989,Hiroshige Andō,
"Morihisu at the temple Shum no Hanken, no. 16 of the Western Tour, from the  series Miracles of Kannon (Kannon reigenki)",1858,1989,Hiroshige II,
"Morihisu at the temple Shum no Hanken, no. 16 of the Western Tour, from the  series Miracles of Kannon (Kannon reigenki)",1858,1989,Kunisada (Toyokuni III),
Shimada,1854,1989,Hiroshige Andō,
Shimada,1854,1989,Kunisada (Toyokuni III),
Mishima,1854,1989,Hiroshige Andō,
Mishima,1854,1989,Kunisada (Toyokuni III),
Kusatsu,1854,1989,Hiroshige II,
Ichikawa Komazo II as Hige no Ikyu Sukeroku,1799,1989,Chôki Eishôsai,
Nagasaki Maruyama,1859-1864,1989,Hiroshige II,
Returning Geese to Katada,1864,1989,Hiroshige II,
Kameido,1860,1989,Hiroshige II,
Kasumigaseki,1860,1989,Hiroshige II,
Cherry Blossoms at Ueno  (Ueno sakura hana),1858,1989,Hiroshige II,
Asakusa Kenryuzen,1859,1989,Hiroshige II,
Maisaka,1865,1989,Hiroshige II,
Fujieda,1865,1989,Hiroshige II,
Ejiri,1865,1989,Hiroshige II,
The Twenty-sixth Station of the Thirty-four Places of Pilgrimage in Chichibu (Chichibu junrei nijûrokuban),1858-1859,1989,Hiroshige II,
The Twenty-sixth Station of the Thirty-four Places of Pilgrimage in Chichibu (Chichibu junrei nijûrokuban),1858-1859,1989,Kunisada (Toyokuni III),
"Bouquet of Flowers, Tea Box Print (Chabako no E)",1865,1989,Hiroshige II,
The Brocade Sash Bridge at Suô Iwakuni  (Suô Iwakuni Kintaibashi),1859-1864,1989,Hiroshige II,
Combat Between Yoshitsune and Benkei,1865,1989,Hiroshige II,
The Tea House Beauty Okita, 1795,1989,Chôki Eishôsai,
"Snow at the Kiso Gorge, Shinshi   (Shinsu Kiso no yuki)",1859,1989,Hiroshige II,
Morning Glories,1865,1989,Hiroshige II,
Shishi and Cub,1860,1989,Hiroshige II,
Three Cranes,1865,1989,Hiroshige II,
Waterfall Near Edo,1861,1989,Hiroshige II,
Hiranuma in Yokohama,1872,1989,Hiroshige III,
"Hero from the Chinese Tale ""Suikoden""",1827,1989,Totoya Hokkei,
"Sketch Book, Drawings after Hokusai's 53 Stations of the Tokaido and other subjects",c.1800-1840,1989,Totoya Hokkei,
"Sketch Book, Drawings after Hokusai's 53 Stations of the Tokaido and other subjects",c.1800-1840,1989,Katsushika Hokusai,
Thread Sculpture of a Hawk at the Foreign Wood Store in Ishimachi (Ishimachi karakiya ito-zaiku), 1815-1820,1989,Totoya Hokkei,
Kanagawa,1835,1989,Totoya Hokkei,
View of the Naniwaya Tea House, 1790,1989,Chôki Eishôsai,
The River of Waterfalls,1833,1989,Totoya Hokkei,
Feeding the Salt Dragon,1832,1989,Totoya Hokkei,
Tea service and Camellia,,1989,Totoya Hokkei,
The Cock and the Admonishing Drum (Kanko dori),1826,1989,Totoya Hokkei,
View of Ochanomizu at Edo,1810,1989,Hokuju Shotei,
View of Ochanomizu at Edo,1810,1989,Nishimuraya Yohachi,
"Yoshiwara Station, from the series ""Fifty-three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Fuji Carved (Kizami no Fuji), no. 59 from One Hundred Views of Mount Fuji (Fugaku Hyakkei), vol. 2",1835,1989,Katsushika Hokusai,
House Building,,1989,Katsushika Hokusai,
"The Rokugo Ferry at Kawasaki Station, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Kawasaki, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Shinagawa, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Tsuchiyama, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Sakanoshita, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Fujisawa, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Seki, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Kameyama, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Kanagawa, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Untitled, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Ishibe, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Minakuchi, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Running Well at Otsu, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"The Rokugo Ferry at Kawasaki Station, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Shigenobu Yanagawa,
"The Rokugo Ferry at Kawasaki Station, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Hodogaya, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Nihonbashi, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Shigenobu Yanagawa,
"Nihonbashi, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Nihonbashi, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Shigenobu Yanagawa,
"Nihonbashi, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Megawa Village near Kusatsu, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Ishiyakushi, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
The Birth and Washing of the Buddha, 1700-1730,1989,Doeki,
"Okitsu, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Nissaka, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Shimada, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Hodogaya, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Okabe, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Hiratsuka, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Yui, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Narumi, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
Numazu,1804,1989,Katsushika Hokusai,
Hara,1804,1989,Katsushika Hokusai,
Yoshiwara,1804,1989,Katsushika Hokusai,
Kambara,1804,1989,Katsushika Hokusai,
Yui,1804,1989,Katsushika Hokusai,
Okitsu,1804,1989,Katsushika Hokusai,
Ejiri,1804,1989,Katsushika Hokusai,
Fuchu,1804,1989,Katsushika Hokusai,
Maruko,1804,1989,Katsushika Hokusai,
Okabe,1804,1989,Katsushika Hokusai,
Kawasaki,1804,1989,Katsushika Hokusai,
Fujieda,1804,1989,Katsushika Hokusai,
Kanaya,1804,1989,Katsushika Hokusai,
Nissaka,1804,1989,Katsushika Hokusai,
Kakegawa,1804,1989,Katsushika Hokusai,
Fukuroi,1804,1989,Katsushika Hokusai,
Mitsuke,1804,1989,Katsushika Hokusai,
Hamamatsu,1804,1989,Katsushika Hokusai,
Arai,1804,1989,Katsushika Hokusai,
Shirasuga,1804,1989,Katsushika Hokusai,
Futakawa,1804,1989,Katsushika Hokusai,
Kanagawa,1804,1989,Katsushika Hokusai,
Yoshida,1804,1989,Katsushika Hokusai,
Fujikawa,1804,1989,Katsushika Hokusai,
Okazaki,1804,1989,Katsushika Hokusai,
Kuwana,1804,1989,Katsushika Hokusai,
Yokkaichi,1804,1989,Katsushika Hokusai,
Ishiyakushi,1804,1989,Katsushika Hokusai,
Shono,1804,1989,Katsushika Hokusai,
Hodogaya,1804,1989,Katsushika Hokusai,
Fujisawa,1804,1989,Katsushika Hokusai,
Hiratsuka,1804,1989,Katsushika Hokusai,
Oiso,1804,1989,Katsushika Hokusai,
Odawara,1804,1989,Katsushika Hokusai,
Hakone,1804,1989,Katsushika Hokusai,
Mishima,1804,1989,Katsushika Hokusai,
"Untitled, from the series ""Fifty-three Stations of the Tokaido""",1800,1989,Katsushika Hokusai,
"Untitled, from the series ""Fifty-Three Stations of the Tokaido""",1800,1989,Katsushika Hokusai,
"Untitled, from the series ""Fifty-Three Stations of the Tokaido""",1800,1989,Katsushika Hokusai,
"Untitled, from the Series ""Fifty-three Stations of the Tokaido""",1800,1989,Katsushika Hokusai,
"Untitled, from the Series ""Fifty-three Stations of the Tokaido""",1804,1989,Katsushika Hokusai,
"Untitled, from the Series ""Fifty-three Stations of the Tokaido""",1800,1989,Katsushika Hokusai,
"Untitled, from the Series ""Fifty-three Stations of the Tokaido""",1800,1989,Katsushika Hokusai,
Kanaya,1800,1989,Katsushika Hokusai,
Futakawa,1800,1989,Katsushika Hokusai,
Okazaki,1800,1989,Katsushika Hokusai,
Numazu,1800,1989,Katsushika Hokusai,
Hara,1800,1989,Katsushika Hokusai,
Clearing Weather at Awazu,1800,1989,Katsushika Hokusai,
Gabase no Kihan,1800,1989,Katsushika Hokusai,
"Aristocratic woman with two fan bearers and courtiers, in landscape with carriage", 1790-1810,1989,Katsushika Hokusai,
Bunya Yasuhide,1799,1989,Katsushika Hokusai,
Sojo Henjo,1799,1989,Katsushika Hokusai,
Ono no Komachi,1799,1989,Katsushika Hokusai,
Kisen Hoshi,1799,1989,Katsushika Hokusai,
Untitled (Women and Child Struggling in a Rain Storm),,1989,Katsushika Hokusai,
Untitled (Temple Scene),,1989,Katsushika Hokusai,
Autumn Moon at Ryogoku,1795-1800,1989,Katsushika Hokusai,
Returning Boats at Shinagawa,1795-1800,1989,Katsushika Hokusai,
Tsukuda no Shugatsu,1795-1800,1989,Katsushika Hokusai,
The Birth and Washing of Buddha, 1750,1989,Doeki,
"Untitled (2 Servants Pushing a Samurai,  from the series ""One Hundred Comic Poems"" (Furyu Odoke Hyakku)", 1811,1989,Katsushika Hokusai,
"Untitled (2 Servants Pushing a Samurai,  from the series ""One Hundred Comic Poems"" (Furyu Odoke Hyakku)", 1811,1989,Iseya Rihei,
Canary and Small Peony, 1834,1989,Katsushika Hokusai,
Untitled (2 Women and Child Gathering Mushrooms),,1989,Katsushika Hokusai,
Untitled (Mountain and Village),,1989,Katsushika Hokusai,
The Seventh Month: The Bon Festival Dance (Shichigatsu Bon odori sairei nari), 1793,1989,Katsushika Hokusai,
The Seventh Month: The Bon Festival Dance (Shichigatsu Bon odori sairei nari), 1793,1989,Juzaburo Tsutaya,
Amida Falls on the Kiso Highway,1831-1832,1989,Katsushika Hokusai,
Cherry Blossoms at Asukayama,1800,1989,Katsushika Hokusai,
Early Summer at Nihonbashi,1800,1989,Katsushika Hokusai,
Wisteria at the Tenjin Shrine of Kameido,1800,1989,Katsushika Hokusai,
Cooling Boats under Ryogoku Bridge,1800,1989,Katsushika Hokusai,
Shinmei Shrine at Shiba,1800,1989,Katsushika Hokusai,
Hachiman Shrine at Fukagawa,1800,1989,Katsushika Hokusai,
Hori-no-uchi,1800,1989,Katsushika Hokusai,
Atagoyama,1800,1989,Katsushika Hokusai,
"Act 10, The Amakawaya Scene,  from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 10, The Amakawaya Scene,  from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 11, The Night Attack (Juichidanme, Youchi),  from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 11, The Night Attack (Juichidanme, Youchi),  from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 1,Tsurugaoka (Shodan, Tsurugaoka) from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 1,Tsurugaoka (Shodan, Tsurugaoka) from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 2, Cutting the Pine (Nidanme, Matsukiri) from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 2, Cutting the Pine (Nidanme, Matsukiri) from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 4, The En'ya mansion at Ogigayatsu (Yodanme, Ogigayatsu)  from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 4, The En'ya mansion at Ogigayatsu (Yodanme, Ogigayatsu)  from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 3, The Scene of the Quarrel (Sandanme, Kenka no maku) from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 3, The Scene of the Quarrel (Sandanme, Kenka no maku) from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 5, Hayano Kanbei and his Wife Okaru (Roku dan me)  from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 5, Hayano Kanbei and his Wife Okaru (Roku dan me)  from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 6,The Scene on the Yamasaki Road (Godanme, Yamazaki no dan) from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 6,The Scene on the Yamasaki Road (Godanme, Yamazaki no dan) from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 8, The Journey Scene (Hachidanme, Michiyuki) from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 8, The Journey Scene (Hachidanme, Michiyuki) from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 7, Yura no Suke at the Tea House, Ichiriki (Nana dan me, Okeya)  from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 7, Yura no Suke at the Tea House, Ichiriki (Nana dan me, Okeya)  from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Act 9, Yamashina (Kudanme, Yamashina) from the series ""Kanadehon Chushingura""", 1801,1989,Katsushika Hokusai,
"Act 9, Yamashina (Kudanme, Yamashina) from the series ""Kanadehon Chushingura""", 1801,1989,Iseya Rihei,
"Yuranosuke's House at Yamashima, Act IX  from the Chushingura Drama",1798,1989,Katsushika Hokusai,
"Yuranosuke's House at Yamashima, Act IX  from the Chushingura Drama",1798,1989,Iseya Rihei,
" At the Ichikiri Courtesan / Tea House (Ichiriki agaeya [chaya]), Act VII, from the Series ""The Chushingura Drama""",1806,1989,Katsushika Hokusai,
The Death of Buddha,,1989,Doeki,
Flapping of the Wings (Habataku),January 1960,1989,Amano Kunihiro,
Evening Bell at Mii Temple at Lake Biwa,,1989,Katsushika Hokusai,
Courtesans on Parade in Yoshiwara,1800,1989,Katsushika Hokusai,
Backstage at the Theater on Sakai Street,1800,1989,Katsushika Hokusai,
Pines and Waves at the Dragon's Caves,1830,1989,Katsushika Hokusai,
"Tokaido Sakanoshita, Kiyotaki Kannon",1831-1832,1989,Katsushika Hokusai,
Scene from the Life of Buddha (Edo),,1989,Katsushika Hokusai,
Kan Ke (Sugawara no Michizone), 1835,1989,Katsushika Hokusai,
Yatsuhashi Bridge in Mikawa Province (Mikawa no yatsuhashi no kozu), 1832,1989,Katsushika Hokusai,
"South Wind, Clearing Skies (Red Fuji) (Gaifû kaisei)", 1830-1832,1989,Katsushika Hokusai,
Abe no Nakamaro, 1835,1989,Katsushika Hokusai,
Untitled (Woman Looking at Boats on a River in a Roundel Surrounded by Calligraphy),1790s,1989,Eiri Rekisentei,
Untitled (Woman Looking at Boats on a River in a Roundel Surrounded by Calligraphy),1790s,1989,Chusuke Yamaguchiya,
"Ryukyu Islands, the Dragon's Cave",1830,1989,Katsushika Hokusai,
Samisen 'Ponies',1822,1989,Katsushika Hokusai,
"Fujikawa, from the series ""Fifty-Three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
"Yui, from the series ""Fifty-three Stages of the Tokaido""",1804,1989,Katsushika Hokusai,
Seki, 1810,1989,Katsushika Hokusai,
The Actor Segawa Kikunojô III as the Geisha Kashiku,1790,1989,Katsushika Hokusai,
Treasure Ship with Seven Lucky Gods,1790,1989,Katsushika Hokusai,
Evening Snow on Mt. Hira,,1989,Katsushika Hokusai,
Untitled (Geisha Playing Drum),19th century,1989,Hokuun Tonansei,
The Moon Living in the Forest (Mori ni sumu tsuki),1970,1989,Hoshi Jôichi,
"The Whale Caught in Edo Bay near Shinagawa in May, 1798",1798,1989,Eiri Rekisentei,
Blue Bird (Aoi tori),1970,1989,Hoshi Jôichi,
Constellation D (En D),1963,1989,Hoshi Jôichi,
Tohoku District (Tôhoku no bu),8/20/1917,1989,Hirafuku Hyakusui,
Tohoku District (Tôhoku no bu),8/20/1917,1989,Nakajima Jûtarô,
Hiraizumi,8/20/1917,1989,Hirafuku Hyakusui,
Hiraizumi,8/20/1917,1989,Nakajima Jûtarô,
Matsushima,8/20/1917,1989,Hirafuku Hyakusui,
Matsushima,8/20/1917,1989,Nakajima Jûtarô,
Kasa Island (Kasajima),8/20/1917,1989,Hirafuku Hyakusui,
Kasa Island (Kasajima),8/20/1917,1989,Nakajima Jûtarô,
The Return,1907,1989,"Hyde, Helen",
Zansetsu (Melting Snow),1958,1989,Ide Gakusui,
No. 21,1958,1989,Ide Gakusui,
Chorus on the Trees (Jujô kôrasu),1960,1989,Ikeda Shûzô,
No. 399,1960,1989,Ikeda Shûzô,
Dead Leaves (Koyô),1968,1989,Ikeda Shûzô,
Street Musicians (Chindonya),1960,1989,Ikeda Shûzô,
Untitled (Woman with Lantern),1843,1989,Ikeda Eisen,
Vigor (Sakan),1966,1989,Ikeda Shûzô,
Vigor (Sakan),1966,1989,Hanga Kyôkaten,
(Comic Tokaido Road Travels) Dochu Hizakurige,1810-1820,1989,Ikku Jippensha,
(Comic Tokaido Road Travels) Dochu Hizakurige,1810-1820,1989,Ikku Jippensha,
(Comic Tokaido Road Travels) Dochu Hizakurige,1810-1820,1989,Ikku Jippensha,
(Comic Tokaido Road Travels) Dochu Hizakurige,1810-1820,1989,Ikku Jippensha,
(Comic Tokaido Road Travels) Dochu Hizakurige,1810-1820,1989,Ikku Jippensha,
(Comic Tokaido Road Travels) Dochu Hizakurige,1810-1820,1989,Ikku Jippensha,
(Comic Tokaido Road Travels) Dochu Hizakurige,1810-1820,1989,Ikku Jippensha,
(Comic Tokaido Road Travels) Dochu Hizakurige,1810-1820,1989,Ikku Jippensha,
Food Vendor,1954,1989,Maekawa Senpan,
Visit (Hômon),1969,1989,Inagaki Akemi,
The Waterside B. (Suihen B),1974,1989,Inagaki Akemi,
Larch B. (Rakuyôshô B),1980,1989,Inagaki Akemi,
Chrysantemum (Kiku),1941,1989,Inagaki Tomoo,
Cat and Camellia,1941,1989,Inagaki Tomoo,
NKK Works from Tsurumi Yokohama,1929,1989,Inagaki Tomoo,
By the Riverside,1928,1989,Inagaki Tomoo,
Shiba Zojoji No, 1835-1842,1989,Ikeda Eisen,
Landscape,1982,1989,Inagaki Tomoo,
Cat,1982,1989,Inagaki Tomoo,
Cat Faces (Neko no kao),1966,1989,Inagaki Tomoo,
Cat in Sunset (Yûyake no neko),1969,1989,Inagaki Tomoo,
Cat Making Up,1955,1989,Inagaki Tomoo,
Forest,1961,1989,Inagaki Tomoo,
Still Life,1948,1989,Inagaki Tomoo,
Yellow Flowers (Kinpoge) (Buttercups),1928,1989,Hazama Inosuke,
Opening of the Azuma Bridge in Tokyo,1887,1989,Inoue Yasuji,
Kiyomizu Temple in Moonlight,1928,1989,Dômoto Inshô,
Aerial view of a Noh theater,1842,1989,Ikeda Eisen,
Village with Stream in Foreground,not dated,1989,Ishii Hakutei,
Mochizuki, 1835-1851,1989,Hiroshige Andō,
Mochizuki, 1835-1851,1989,Ikeda Eisen,
Nagakubo, 1835-1851,1989,Hiroshige Andō,
Nagakubo, 1835-1851,1989,Ikeda Eisen,
Agematsu, 1835-1851,1989,Hiroshige Andō,
Agematsu, 1835-1851,1989,Ikeda Eisen,
Tarui, 1835-1851,1989,Hiroshige Andō,
Tarui, 1835-1851,1989,Ikeda Eisen,
Kashiwabara, 1835-1851,1989,Hiroshige Andō,
Kashiwabara, 1835-1851,1989,Ikeda Eisen,
Bamba, 1835-1851,1989,Hiroshige Andō,
Bamba, 1835-1851,1989,Ikeda Eisen,
Toriimoto, 1835-1851,1989,Hiroshige Andō,
Toriimoto, 1835-1851,1989,Ikeda Eisen,
Takamiya, 1835-1851,1989,Hiroshige Andō,
Takamiya, 1835-1851,1989,Ikeda Eisen,
Musa, 1835-1851,1989,Hiroshige Andō,
Musa, 1835-1851,1989,Ikeda Eisen,
Moriyama, 1835-1851,1989,Hiroshige Andō,
Moriyama, 1835-1851,1989,Ikeda Eisen,
Poem by Go-Toba In from the series Ogura Imitations of one Hundred Poems by One Hundred Poets, 1835-1851,1989,Ikeda Eisen,
Poem by Go-Toba In from the series Ogura Imitations of one Hundred Poems by One Hundred Poets, 1835-1851,1989,Hiroshige Andō,
Shibaura,1914-1917,1989,Ishii Hakutei,
Omiya, 1835-1851,1989,Ikeda Eisen,
Omiya, 1835-1851,1989,Hiroshige Andō,
Lumberyard (Kiba),1914,1989,Ishii Hakutei,
Sakamoto, 1835-1851,1989,Ikeda Eisen,
Sakamoto, 1835-1851,1989,Hiroshige Andō,
Camellia,not dated,1989,Ishii Tsuruzô,
Katsukake, 1835-1851,1989,Ikeda Eisen,
Katsukake, 1835-1851,1989,Hiroshige Andō,
Grocery Shop (Yaoya no mise),1931,1989,Ishiwata Koitsu,
Grocery Shop (Yaoya no mise),1931,1989,Watanabe Shôzaburô,
Narai, 1835-1851,1989,Ikeda Eisen,
Narai, 1835-1851,1989,Hiroshige Andō,
Mount Haguro in the Rainy Season,not dated,1989,Itô Masando,
Unuma, 1835-1851,1989,Ikeda Eisen,
Unuma, 1835-1851,1989,Hiroshige Andō,
After the Bath,1930,1989,Itô Shinsui,
After the Bath,1930,1989,Watanabe Shôzaburô,
Goto, 1835-1851,1989,Ikeda Eisen,
Goto, 1835-1851,1989,Hiroshige Andō,
Early Spring at Karuizawa (Karuizawa no sôshun),1948,1989,Itô Shinsui,
Early Spring at Karuizawa (Karuizawa no sôshun),1948,1989,Watanabe Shôzaburô,
Shimmachi, 1835-1851,1989,Hiroshige Andō,
Shimmachi, 1835-1851,1989,Ikeda Eisen,
Minstrel at Ikenohata,1921,1989,Itô Shinsui,
Minstrel at Ikenohata,1921,1989,Watanabe Shôzaburô,
Odai, 1835-1851,1989,Hiroshige Andō,
Odai, 1835-1851,1989,Ikeda Eisen,
Long Undergarment (Nagajuban),1927,1989,Itô Shinsui,
Long Undergarment (Nagajuban),1927,1989,Watanabe Shôzaburô,
Water Dialogues (mizu no taiwa),1974,1989,"Iwami, Reika",
Water Flower C (Mizu no hana C),1973,1989,"Iwami, Reika",
"Les Perles, from the Series ""Mandchoukuo""",20th century,1989,"Jacoulet, Paul",
"La Tabouret de Porcelaine, from the Series ""Mandchoukuo""",20th century,1989,"Jacoulet, Paul",
"Untitled, from the Series ""The Chushingura Drama""","Edo period (1603-1867), 19th century",1989,Kichibei Eizakiya,
"Untitled, from the Series ""The Chushingura Drama""","Edo period (1603-1867), 19th century",1989,Kichibei Eizakiya,
